ID,Nombre,Edad,Grado,Fecha de Ingreso,Calificación Matemáticas,Calificación Ciencias,Calificación Historia,Asistencia (%),Email
283,Jacqueline Melendez,11.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,icummings@phillips.net
284,Jerome Moore,17.0,8.0,2024-09-19,0.0,0.0,0.0,97.0,
285,Cody Gilbert,11.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,
286,Tammy Mcmahon,9.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,carrillotara@levine.net
287,Kelly Murphy,8.0,8.0,2024-09-19,72.0,0.0,0.0,0.0,
288,William Miller,11.0,5.0,2024-09-19,58.0,0.0,0.0,0.0,
289,Katrina Smith,11.0,8.0,2024-09-19,90.0,0.0,74.0,66.0,
290,John Jones,11.0,8.0,2024-09-19,0.0,0.0,54.0,0.0,jose02@hotmail.com
291,Emma Williams,11.0,6.0,2019-01-07,0.0,0.0,0.0,100.0,oalvarez@yahoo.com
292,Michael Becker,11.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,
293,Christine Perez,5.0,6.0,2024-09-19,97.0,0.0,0.0,0.0,
294,Carla Cooper,11.0,5.0,2024-09-19,0.0,70.0,0.0,0.0,
295,Jose Bush,11.0,8.0,2024-09-19,52.0,0.0,0.0,0.0,
296,Theresa Newton,11.0,6.0,2024-09-19,65.0,0.0,98.0,76.0,
297,Elizabeth Garcia,11.0,7.0,2024-09-19,0.0,0.0,88.0,51.0,
298,James Kane,11.0,0.0,2024-09-19,59.0,89.0,0.0,96.0,youngchristian@hotmail.com
299,Debra Brown,11.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,
300,Sarah Mccoy,15.0,5.0,2024-09-19,95.0,0.0,0.0,94.0,hbaker@yahoo.com
301,Danielle Zuniga,9.0,7.0,2024-09-19,0.0,0.0,0.0,77.0,andersonsamantha@velez.com
302,Jessica Johnson,11.0,5.0,1970-06-02,91.0,0.0,92.0,69.0,pittmanmatthew@hotmail.com
303,Luke Gentry,9.0,5.0,2024-09-19,86.0,0.0,97.0,0.0,
304,Joshua Guerrero,11.0,5.0,2013-02-06,87.0,0.0,85.0,0.0,djohnson@yahoo.com
305,Zachary Torres,11.0,0.0,2024-09-19,0.0,0.0,0.0,51.0,jennifer47@fritz-washington.net
306,Robert Sanchez,12.0,0.0,2024-09-19,0.0,0.0,0.0,97.0,
307,Laura Duran,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
308,Mr. Brian Brooks,11.0,5.0,2024-09-19,74.0,0.0,0.0,71.0,danielle04@gmail.com
309,Justin Blair,8.0,7.0,2019-11-10,0.0,80.0,0.0,90.0,michael12@hotmail.com
310,Brittany Wilson,6.0,0.0,2024-09-19,82.0,0.0,0.0,72.0,
311,Lee Miller,11.0,5.0,2024-09-19,0.0,0.0,0.0,77.0,sheripitts@foster-davis.info
312,Jordan Allen,9.0,0.0,2024-09-19,0.0,0.0,63.0,0.0,thomas79@wilson.biz
313,Stephen Pena,11.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,hollyfoster@howard.org
314,William Moore,11.0,5.0,1973-04-03,0.0,0.0,0.0,93.0,
315,William Griffin,11.0,7.0,2024-09-19,97.0,0.0,0.0,92.0,
316,Michelle Tucker,11.0,7.0,2024-09-19,0.0,0.0,64.0,64.0,andreamiles@hotmail.com
317,David Sanders,11.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,dereksavage@pope.com
318,Erik Sharp,11.0,6.0,1994-07-07,52.0,0.0,0.0,0.0,
319,Adam Kennedy,5.0,6.0,2024-09-19,0.0,0.0,70.0,0.0,
320,Daniel Grant,11.0,5.0,2024-09-19,71.0,0.0,0.0,87.0,
321,Charles Chapman,11.0,5.0,2024-09-19,0.0,0.0,65.0,0.0,margaretwhite@robinson.info
322,Billy Wang,11.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,
323,Carol Weber,11.0,0.0,2024-09-19,0.0,0.0,51.0,58.0,
324,Eric Hall,7.0,5.0,2024-09-19,0.0,88.0,0.0,0.0,
325,Dawn Estrada,11.0,5.0,2024-09-19,94.0,69.0,0.0,0.0,kimberlymaxwell@yahoo.com
326,Vanessa Richards,11.0,7.0,2012-01-01,0.0,0.0,0.0,0.0,
327,Janice Mccoy,11.0,5.0,2024-09-19,60.0,0.0,0.0,56.0,
328,Cassandra Ferrell,17.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
329,Daniel Jones,14.0,5.0,2024-09-19,0.0,56.0,0.0,0.0,mario16@hotmail.com
330,Natalie Gray,9.0,8.0,2024-09-19,75.0,99.0,0.0,85.0,
331,Leah May,11.0,7.0,2024-09-19,0.0,86.0,77.0,0.0,morgandawn@gmail.com
332,Sherry Holmes,13.0,7.0,2024-09-19,56.0,66.0,0.0,56.0,
333,Nicholas Klein,11.0,8.0,2024-09-19,0.0,0.0,51.0,52.0,
334,Betty Perkins,11.0,8.0,2024-09-19,0.0,0.0,0.0,100.0,
335,Jill Hawkins DVM,9.0,8.0,2024-09-19,0.0,57.0,71.0,86.0,
336,Corey Kennedy,11.0,5.0,2024-09-19,0.0,50.0,0.0,0.0,
337,Alicia Fuller,8.0,8.0,2024-09-19,65.0,0.0,0.0,89.0,amanda35@hotmail.com
338,Sarah Gilbert,11.0,5.0,2024-09-19,0.0,0.0,52.0,0.0,
339,Jamie Torres,11.0,5.0,2024-09-19,0.0,0.0,0.0,79.0,
340,Jacob Jones,8.0,5.0,2024-09-19,0.0,0.0,0.0,83.0,lichristine@mathews.com
341,Vernon Nelson,5.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
342,Sharon Wise,11.0,6.0,2024-09-19,0.0,0.0,0.0,92.0,mendezmaria@hinton.com
343,Melissa Robinson,11.0,7.0,2024-09-19,88.0,72.0,62.0,0.0,
344,Cheryl Washington,8.0,5.0,2024-09-19,100.0,0.0,0.0,99.0,
345,Christopher Bernard,17.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,michellewalls@hotmail.com
346,Erica Cunningham,14.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,elandry@yahoo.com
347,Robert Davidson,11.0,8.0,2024-09-19,0.0,0.0,0.0,89.0,leahschultz@gmail.com
348,Samantha Miles,16.0,8.0,2024-09-19,71.0,97.0,0.0,62.0,ogordon@hotmail.com
349,Tyler Fernandez,11.0,6.0,2024-09-19,70.0,0.0,63.0,78.0,smithcassandra@simmons.net
350,Samuel Bradshaw,11.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,ejuarez@taylor.net
351,Spencer Ortiz,17.0,6.0,2024-09-19,90.0,0.0,86.0,83.0,
352,Javier Tucker,11.0,5.0,2024-09-19,0.0,0.0,98.0,92.0,sheryl12@hotmail.com
353,Jordan Walker,11.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,
354,Chelsea Duran,13.0,0.0,2024-09-19,77.0,0.0,99.0,0.0,
355,Sean Kline,15.0,5.0,1973-01-06,0.0,0.0,0.0,82.0,reedlee@gmail.com
356,Stephanie Huang,11.0,6.0,2024-09-19,71.0,0.0,0.0,0.0,
357,Destiny Cooper,11.0,8.0,2024-09-19,0.0,0.0,0.0,67.0,
358,James Ramirez,11.0,6.0,2024-09-19,0.0,0.0,0.0,66.0,
359,Joshua Gutierrez,16.0,5.0,2024-09-19,0.0,88.0,0.0,0.0,amanda68@henry.com
360,Brittany Mathis,11.0,0.0,2024-09-19,0.0,67.0,0.0,55.0,
361,Jason Cunningham,11.0,7.0,2024-09-19,61.0,0.0,91.0,0.0,
362,April Palmer,10.0,0.0,1981-09-07,0.0,0.0,0.0,0.0,
363,Jamie Dunn,11.0,7.0,2024-09-19,95.0,0.0,0.0,71.0,
364,Dr. Rebecca Clarke,11.0,8.0,2024-09-19,85.0,0.0,0.0,88.0,rcollins@braun-schwartz.org
365,David Brown,10.0,8.0,2024-09-19,93.0,0.0,0.0,81.0,
366,Kyle Carter,13.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,hunterjessica@yahoo.com
367,James Arnold,9.0,8.0,2024-09-19,0.0,95.0,0.0,0.0,
368,Jennifer Smith,11.0,5.0,2024-09-19,57.0,0.0,83.0,94.0,
369,Megan Rojas,10.0,8.0,2024-09-19,0.0,74.0,89.0,0.0,
370,Todd Gregory,11.0,8.0,2020-11-02,0.0,52.0,0.0,86.0,michael61@gmail.com
371,John Wallace,11.0,8.0,2011-11-01,0.0,0.0,64.0,0.0,
372,Barbara Adams,11.0,0.0,2024-09-19,84.0,79.0,0.0,64.0,
373,Teresa Christensen,11.0,8.0,2024-09-19,97.0,87.0,0.0,56.0,
374,Kimberly Carpenter,11.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,
375,Chris Lewis,11.0,7.0,2024-09-19,77.0,0.0,0.0,62.0,
376,Rachel King,6.0,0.0,2024-09-19,91.0,84.0,69.0,68.0,ashleymcgrath@williams.org
377,Amber Roberts,11.0,0.0,2024-09-19,0.0,0.0,97.0,77.0,
378,Henry Porter,7.0,5.0,2024-09-19,0.0,61.0,78.0,97.0,
379,Lindsey Cole,6.0,7.0,2024-09-19,55.0,0.0,0.0,0.0,skinnerjoseph@rush-newton.com
380,Brenda Bridges,11.0,7.0,2024-09-19,0.0,67.0,0.0,0.0,
381,David Solis,12.0,7.0,2024-09-19,0.0,0.0,0.0,65.0,
382,Michelle Allison,11.0,7.0,1991-05-06,75.0,51.0,0.0,0.0,susanlong@yahoo.com
383,Jeremy Ross,11.0,7.0,1996-01-10,73.0,0.0,56.0,83.0,wgray@yahoo.com
384,Andres Watson,11.0,8.0,2024-09-19,0.0,87.0,0.0,0.0,copelandangela@munoz.com
385,Rachel Martin,5.0,6.0,2024-09-19,96.0,0.0,65.0,77.0,fhill@hotmail.com
386,Jennifer Johnson,6.0,8.0,2024-09-19,0.0,52.0,83.0,93.0,
387,Donna Rodriguez,10.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,howardjoshua@gmail.com
388,Jason Arias,11.0,5.0,2024-09-19,0.0,87.0,0.0,87.0,agreen@hines.com
389,Larry Gardner,8.0,6.0,2024-09-19,89.0,0.0,0.0,68.0,pattersongarrett@martin.com
390,Amanda Nguyen,11.0,8.0,2024-09-19,89.0,51.0,0.0,0.0,
391,Karen Mcclain,11.0,0.0,2024-09-19,0.0,55.0,0.0,87.0,michael86@hotmail.com
392,Alyssa Gregory,13.0,8.0,2024-09-19,0.0,0.0,0.0,77.0,
393,Alyssa Delacruz,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
394,Kurt Gonzalez,11.0,8.0,2024-09-19,0.0,65.0,0.0,0.0,collinscatherine@hawkins-thomas.biz
395,Cody Mathis,11.0,8.0,2024-09-19,87.0,0.0,0.0,81.0,bellderek@morales.net
396,Lisa Green,14.0,8.0,2024-09-19,81.0,0.0,0.0,63.0,
397,Thomas Gomez,11.0,7.0,2024-09-19,0.0,84.0,55.0,52.0,tuckerjulia@scott-king.net
398,Carrie Pierce,11.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,qcarter@hotmail.com
399,Mrs. Sally Lane DVM,11.0,8.0,2024-09-19,59.0,0.0,63.0,0.0,
400,Matthew Peters,11.0,5.0,2024-09-19,0.0,0.0,0.0,68.0,benjamin41@gmail.com
401,Steven Brown,16.0,8.0,2024-09-19,0.0,94.0,0.0,0.0,
402,Adam Jackson,11.0,8.0,2024-09-19,96.0,0.0,0.0,67.0,jasonbrown@gates-anderson.com
403,Juan Salazar,11.0,7.0,2024-09-19,0.0,71.0,0.0,97.0,
404,Michele Chambers,11.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,jodihancock@yahoo.com
405,Joshua Santiago,18.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,dillonlawrence@hotmail.com
406,Brandon Lee,11.0,6.0,1996-11-09,0.0,0.0,87.0,0.0,erichardin@smith.biz
407,Travis Cole,11.0,5.0,2024-09-19,0.0,0.0,99.0,0.0,
408,Robin Wolf,11.0,0.0,2024-09-19,0.0,68.0,0.0,86.0,huntergregory@hotmail.com
409,Kirsten Green,11.0,6.0,2024-09-19,62.0,74.0,0.0,80.0,
410,Krista Chapman DDS,15.0,8.0,2024-09-19,95.0,0.0,0.0,0.0,
411,Kathleen Beasley,11.0,0.0,2024-09-19,0.0,86.0,0.0,100.0,
412,Casey Murphy,17.0,5.0,2024-09-19,55.0,63.0,0.0,0.0,cisnerosbarry@yahoo.com
413,Michael Ellis,14.0,8.0,2024-09-19,0.0,76.0,0.0,0.0,
414,Diane Little,18.0,6.0,2024-09-19,58.0,0.0,0.0,0.0,hernandezjoseph@gmail.com
415,Tiffany Butler,18.0,6.0,2024-09-19,56.0,62.0,0.0,99.0,townsendjennifer@stewart-terry.biz
416,Cynthia Hood,11.0,7.0,2024-09-19,0.0,0.0,0.0,67.0,amber64@scott.net
417,Jessica Gonzalez,6.0,5.0,2024-09-19,77.0,0.0,0.0,0.0,
418,Troy Mendoza,11.0,5.0,2024-09-19,0.0,89.0,0.0,92.0,zsullivan@hotmail.com
419,Lisa Smith,11.0,5.0,2024-09-19,0.0,100.0,0.0,0.0,
420,Jesus Townsend,10.0,8.0,2024-09-19,92.0,0.0,0.0,0.0,
421,James Blake,11.0,7.0,2024-09-19,0.0,59.0,0.0,97.0,
422,Michelle Myers,9.0,7.0,2024-09-19,93.0,0.0,66.0,0.0,david65@yahoo.com
423,Jennifer James,11.0,7.0,2024-09-19,61.0,0.0,98.0,0.0,melissahensley@johnston.com
424,Kenneth Williamson,11.0,5.0,2024-09-19,99.0,94.0,0.0,0.0,
425,Kimberly Mullins,11.0,5.0,2024-09-19,0.0,0.0,70.0,54.0,
426,Charles Flores,11.0,0.0,2024-09-19,0.0,0.0,66.0,51.0,
427,Christopher Dixon,11.0,5.0,2024-09-19,0.0,94.0,0.0,93.0,
428,Ashley Ryan,8.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,daniel04@kennedy.info
429,Nicole Lewis,11.0,0.0,2024-09-19,97.0,58.0,84.0,51.0,haleycooper@yahoo.com
430,Brenda Johnson,9.0,0.0,2024-09-19,62.0,71.0,89.0,0.0,ecrawford@gmail.com
431,Michael Brown,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
432,Victor Mitchell,11.0,0.0,2024-09-19,85.0,60.0,73.0,0.0,
433,Brittany Dean,5.0,7.0,1972-02-05,0.0,0.0,0.0,0.0,
434,Matthew Walker,11.0,7.0,2024-09-19,0.0,0.0,0.0,53.0,
435,Krystal Allen,8.0,6.0,2024-09-19,92.0,0.0,0.0,55.0,huertarobin@gmail.com
436,Monica Lewis,11.0,0.0,2024-09-19,0.0,0.0,0.0,61.0,
437,Aaron Coleman,11.0,0.0,2024-09-19,90.0,86.0,0.0,70.0,
438,Michael Case,11.0,6.0,2024-09-19,0.0,0.0,0.0,87.0,
439,Robert Mccarthy,11.0,7.0,2024-09-19,0.0,0.0,0.0,66.0,jeffery42@lewis.com
440,Janet Hall,11.0,6.0,2024-09-19,0.0,92.0,52.0,70.0,
441,Angela Singh,11.0,0.0,2024-09-19,85.0,0.0,51.0,55.0,
442,Peggy Kerr,11.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,
443,Melissa Castillo,11.0,5.0,2024-09-19,0.0,0.0,59.0,0.0,csimmons@yahoo.com
444,Madison Graham,11.0,5.0,2024-09-19,85.0,0.0,91.0,58.0,
445,Shirley Leonard,11.0,0.0,2024-09-19,80.0,0.0,68.0,74.0,margaretmiller@rice-spencer.info
446,Benjamin Ford MD,11.0,7.0,2024-09-19,0.0,0.0,88.0,89.0,rosecrystal@yahoo.com
447,Michelle Simmons,11.0,7.0,2024-09-19,0.0,0.0,80.0,52.0,bgardner@hotmail.com
448,Brian Wise,11.0,7.0,2020-08-07,0.0,0.0,0.0,73.0,
449,Rebecca Olson,11.0,5.0,2018-04-05,0.0,0.0,0.0,75.0,
450,David Garrett,11.0,6.0,2024-09-19,0.0,81.0,0.0,0.0,ygilbert@jones.info
451,Michael Lynch,11.0,7.0,2024-09-19,77.0,0.0,0.0,64.0,jennifertaylor@barnes.com
452,Brian White,17.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,
453,Erika Wells,11.0,5.0,2024-09-19,0.0,58.0,0.0,62.0,
454,George Keith,11.0,7.0,2024-09-19,98.0,0.0,0.0,0.0,kellykyle@grant-jordan.net
455,Mary Barton,11.0,5.0,2024-09-19,72.0,0.0,0.0,98.0,david97@yahoo.com
456,Shannon Hancock,11.0,8.0,2024-09-19,0.0,0.0,90.0,98.0,opatterson@bautista.com
457,Steven Collier,11.0,7.0,2024-09-19,0.0,85.0,52.0,70.0,
458,Ariel Coleman,11.0,8.0,2024-09-19,0.0,66.0,0.0,0.0,adamthompson@rivas.biz
459,Daniel Ramos,9.0,6.0,2024-09-19,0.0,0.0,0.0,86.0,amy72@alexander-navarro.info
460,Herbert Reynolds,11.0,6.0,2024-09-19,98.0,97.0,56.0,88.0,
461,Holly Williams,11.0,0.0,2024-09-19,0.0,63.0,62.0,0.0,robertsblake@martinez-stephenson.com
462,Shane Scott,11.0,0.0,2024-09-19,70.0,63.0,91.0,53.0,terryrenee@gmail.com
463,Lori Greene,11.0,0.0,2024-09-19,0.0,0.0,0.0,91.0,waguilar@gmail.com
464,Lauren Harper,11.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,tiffanyhughes@brooks.com
465,Robert Smith,17.0,0.0,2024-09-19,61.0,0.0,60.0,0.0,juan94@petty-moore.com
466,Brittany Sherman,11.0,5.0,2024-09-19,0.0,0.0,0.0,60.0,
467,Shelly Kelley,11.0,7.0,2024-09-19,0.0,0.0,0.0,98.0,
468,Sabrina Mahoney,11.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,
469,Maria Marquez,11.0,5.0,1975-12-04,0.0,74.0,73.0,79.0,
470,Joel Pena,11.0,6.0,2024-09-19,91.0,79.0,0.0,74.0,
471,Valerie Sanders,11.0,5.0,2024-09-19,74.0,0.0,0.0,61.0,megan15@wood-adams.com
472,Theresa Copeland,11.0,8.0,2024-09-19,77.0,64.0,84.0,84.0,
473,Victor Jones,10.0,7.0,2024-09-19,0.0,53.0,0.0,0.0,sanderssarah@patel-hurley.com
474,Michelle Hall,8.0,6.0,2024-09-19,0.0,57.0,0.0,58.0,stephen36@rivas-cook.com
475,Tracy Dean,11.0,6.0,2024-09-19,0.0,0.0,79.0,0.0,
476,Alexis Osborne,7.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,ricemeredith@rangel.com
477,Daniel George,15.0,6.0,2024-09-19,0.0,89.0,0.0,0.0,
478,David Lewis,11.0,7.0,2024-09-19,0.0,0.0,88.0,0.0,
479,Amanda Bishop,11.0,0.0,2024-09-19,90.0,0.0,0.0,0.0,
480,Lawrence Gonzalez,11.0,5.0,2024-09-19,0.0,0.0,74.0,90.0,
481,Howard Shelton,17.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,brandon33@gmail.com
482,Randy Bush,11.0,7.0,2024-09-19,69.0,61.0,0.0,0.0,imcconnell@price-avery.biz
483,Patrick Castro,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,qwallace@hotmail.com
484,Gregg Brooks,5.0,7.0,2001-06-11,68.0,0.0,0.0,0.0,gsmith@hotmail.com
485,John Bowers,13.0,6.0,2024-09-19,0.0,0.0,0.0,86.0,
486,Raymond Romero,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
487,Morgan Baldwin,11.0,8.0,2024-09-19,85.0,0.0,0.0,0.0,
488,James Young,9.0,7.0,1988-04-12,0.0,0.0,0.0,0.0,
489,Garrett Choi,18.0,6.0,2024-09-19,67.0,0.0,0.0,87.0,
490,Andrew Cooper,11.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,
491,Oscar Brown,11.0,0.0,2024-09-19,0.0,0.0,0.0,84.0,laurenhayes@gmail.com
492,Stacey Rodriguez,11.0,6.0,2024-09-19,0.0,0.0,0.0,99.0,
493,Daniel Giles,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
494,Kathryn Murphy,11.0,6.0,2024-09-19,0.0,0.0,93.0,81.0,bullockmichael@gmail.com
495,Kelly Brown,11.0,5.0,2024-09-19,0.0,0.0,0.0,54.0,
496,Kayla Miller,11.0,6.0,2024-09-19,54.0,0.0,0.0,0.0,ochapman@murray.com
497,Jordan Dominguez,11.0,7.0,2024-09-19,0.0,0.0,0.0,61.0,webstergordon@gmail.com
498,Jane Mejia,11.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,
499,Steven Neal,6.0,6.0,2024-09-19,89.0,0.0,0.0,0.0,
500,Alfred Robertson,14.0,7.0,2024-09-19,0.0,63.0,0.0,66.0,zsalazar@hotmail.com
501,Rachel Campbell,11.0,8.0,2009-01-08,71.0,53.0,0.0,0.0,
502,David Singh,11.0,8.0,2024-09-19,0.0,0.0,59.0,0.0,klewis@hotmail.com
503,Jeff Boyer,5.0,5.0,2024-09-19,0.0,95.0,0.0,78.0,vincentmichael@lucas.com
504,Daniel Diaz,5.0,6.0,2024-09-19,66.0,0.0,0.0,99.0,donna06@yahoo.com
505,Samuel Brown,11.0,5.0,2024-09-19,81.0,0.0,70.0,0.0,
506,Joseph Sullivan,10.0,7.0,2024-09-19,0.0,0.0,50.0,100.0,randybrewer@yahoo.com
507,Brandy Hanson,11.0,8.0,2000-08-10,0.0,0.0,0.0,99.0,
508,Mr. Jason Soto,16.0,7.0,2024-09-19,0.0,0.0,0.0,65.0,
509,Charles Espinoza,10.0,5.0,2024-09-19,0.0,79.0,0.0,57.0,
510,Melissa Green,8.0,0.0,2024-09-19,0.0,93.0,100.0,54.0,
511,Amanda Collins,11.0,6.0,2024-09-19,50.0,0.0,0.0,97.0,
512,Miss Melanie Mclaughlin,11.0,8.0,2024-09-19,0.0,73.0,0.0,0.0,
513,Tommy Wilson,16.0,0.0,2000-03-12,0.0,0.0,0.0,0.0,krystal55@jones.com
514,Clarence Wilkinson,11.0,8.0,2024-09-19,0.0,0.0,0.0,96.0,
515,Zachary Bradley,11.0,8.0,2024-09-19,0.0,0.0,57.0,60.0,angelamaldonado@hotmail.com
516,Gilbert Fox,11.0,8.0,2024-09-19,0.0,0.0,0.0,75.0,
517,Kristin Rodriguez,11.0,7.0,2024-09-19,0.0,0.0,74.0,0.0,
518,James Dixon,8.0,0.0,2024-09-19,79.0,61.0,0.0,57.0,timothyaustin@gmail.com
519,Daniel Webb MD,15.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,
520,Maria Gonzales,17.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
521,Carla Lindsey,11.0,7.0,2005-07-09,0.0,82.0,0.0,83.0,
522,Leslie Smith,11.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,rwalsh@browning.com
523,Christopher Brown,13.0,0.0,2024-09-19,0.0,98.0,67.0,0.0,
524,Denise Anderson,11.0,5.0,2024-09-19,69.0,0.0,0.0,0.0,christopherrangel@stevens.com
525,Larry Stanley,18.0,6.0,2024-09-19,0.0,0.0,0.0,83.0,yoneill@wood.com
526,Kevin Archer III,11.0,0.0,2024-09-19,65.0,0.0,68.0,89.0,jcastro@woods.com
527,Kimberly Massey,11.0,5.0,2024-09-19,0.0,0.0,0.0,91.0,ronaldbuchanan@wilson.info
528,Brandon Winters,11.0,5.0,2024-09-19,0.0,0.0,0.0,62.0,
529,Isaiah Harrison,11.0,8.0,2024-09-19,0.0,0.0,0.0,58.0,valenciathomas@baker.com
530,Kristina Ellis,11.0,7.0,2024-09-19,81.0,0.0,0.0,0.0,downsbrittany@hotmail.com
531,Timothy Smith,11.0,0.0,1976-02-11,0.0,72.0,93.0,0.0,andersonjoshua@gonzalez.biz
532,Yvonne Reeves,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,taylor37@yahoo.com
533,Aaron Casey,11.0,8.0,2024-09-19,55.0,62.0,0.0,0.0,sherrimartinez@hotmail.com
534,Karen Santiago,11.0,5.0,2024-09-19,0.0,0.0,56.0,0.0,shepherdheather@gmail.com
535,Donald Wright,11.0,7.0,2024-09-19,0.0,0.0,100.0,0.0,
536,Todd Duran,11.0,5.0,2024-09-19,0.0,97.0,0.0,0.0,
537,Tommy Orr,11.0,0.0,2024-09-19,0.0,87.0,0.0,0.0,
538,Michael Diaz,11.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,
539,Harry Schneider,11.0,5.0,2024-09-19,88.0,81.0,0.0,76.0,
540,Heather Aguilar,11.0,6.0,2024-09-19,0.0,82.0,0.0,55.0,reginabarnes@gmail.com
541,Matthew Brooks,11.0,5.0,2024-09-19,0.0,0.0,88.0,0.0,
542,Vanessa Matthews,16.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,
543,Tanya Berg,11.0,6.0,2024-09-19,0.0,0.0,0.0,55.0,leeerica@hotmail.com
544,Melissa Daniels,11.0,5.0,2024-09-19,0.0,0.0,0.0,90.0,
545,Troy Thompson,11.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,
546,Regina Brown,11.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,steven20@gmail.com
547,Michael Benitez,11.0,5.0,2024-09-19,76.0,97.0,0.0,79.0,fhickman@yahoo.com
548,Amanda Kidd,11.0,5.0,2013-06-01,50.0,0.0,0.0,0.0,
549,Joe Martinez,11.0,0.0,1978-12-12,0.0,0.0,0.0,59.0,
550,Beth Rodriguez,11.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,
551,Thomas Baker,5.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,rbarton@weaver.biz
552,Jason Maxwell,11.0,7.0,2024-09-19,93.0,0.0,0.0,68.0,
553,Robert Anderson,11.0,8.0,2024-09-19,82.0,83.0,0.0,0.0,fchandler@conner.com
554,Alan Woods,11.0,7.0,1979-07-09,0.0,0.0,0.0,0.0,
555,Dominique Collins,11.0,5.0,2024-09-19,53.0,71.0,0.0,90.0,robert83@hotmail.com
556,Robert Stevens,11.0,8.0,2024-09-19,0.0,65.0,85.0,68.0,navarrodiana@ewing.com
557,Shannon Chase,11.0,5.0,2024-09-19,0.0,75.0,0.0,100.0,
558,Jeffery Reyes,11.0,8.0,2024-09-19,57.0,0.0,0.0,0.0,
559,Gordon Reid,16.0,5.0,2024-09-19,62.0,0.0,0.0,69.0,bcarpenter@costa-collins.com
560,Rebecca Bean,15.0,8.0,2024-09-19,0.0,75.0,74.0,66.0,
561,Joshua Lloyd,7.0,8.0,2024-09-19,0.0,53.0,0.0,0.0,
562,Don Jones DDS,11.0,7.0,2024-09-19,73.0,92.0,0.0,56.0,kzamora@griffin.biz
563,Susan Jenkins,11.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,pmcmillan@hotmail.com
564,Reginald Morgan,11.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,
565,Zachary Hall,11.0,5.0,2024-09-19,0.0,54.0,0.0,88.0,
566,Nicole Roberts,11.0,5.0,2024-09-19,82.0,84.0,99.0,53.0,
567,Leon Edwards,9.0,5.0,2024-09-19,89.0,73.0,0.0,51.0,
568,Lisa Mitchell,11.0,0.0,2024-09-19,0.0,0.0,65.0,87.0,wanda31@freeman.com
569,Ricardo Harrington,11.0,6.0,2000-03-11,0.0,52.0,0.0,0.0,
570,Melanie Bruce,11.0,6.0,2024-09-19,0.0,96.0,0.0,0.0,
571,Alyssa Compton,14.0,6.0,2024-09-19,92.0,0.0,0.0,86.0,
572,Stephanie Patel,11.0,5.0,2024-09-19,87.0,67.0,66.0,72.0,ambermorris@ramos-rivera.com
573,Luis Hill,11.0,5.0,2024-09-19,50.0,51.0,0.0,79.0,victor14@miller-brewer.info
574,Tony Hopkins,11.0,0.0,2024-09-19,74.0,0.0,0.0,98.0,
575,Emily Stark,11.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,
